%time,field.data
9665000000,119.05387878417969
10665000000,119.9649658203125
11663000000,121.22151184082031
12670000000,123.5116958618164
13664000000,126.14933013916016
14671000000,128.7052459716797
15668000000,131.06814575195312
16664000000,133.2664337158203
17667000000,135.32008361816406
18658000000,137.2425994873047
19674000000,139.04310607910156
20672000000,140.730224609375
21661000000,142.31173706054688
22670000000,143.79470825195312
23678000000,145.18557739257812
24678000000,146.49021911621094
25682000000,147.71400451660156
26678000000,148.86190795898438
27670000000,149.9384765625
28667000000,150.94790649414062
29675000000,151.8941192626953
30669000000,152.78073120117188
31680000000,153.61111450195312
32667000000,154.388427734375
33677000000,155.11561584472656
34671000000,155.79544067382812
35673000000,156.43048095703125
36679000000,157.02317810058594
37675000000,157.57583618164062
38670000000,158.0906219482422
39666000000,158.56956481933594
40681000000,159.01461791992188
41663000000,159.42762756347656
42673000000,159.81031799316406
43671000000,160.16433715820312
44674000000,160.49130249023438
45665000000,160.79266357421875
46666000000,161.06988525390625
47672000000,161.32432556152344
48668000000,161.55728149414062
49679000000,161.77000427246094
50673000000,161.9636993408203
51671000000,162.13949584960938
52665000000,162.2985076904297
53668000000,162.4417724609375
54692000000,162.5703125
55662000000,162.68508911132812
56676000000,162.78704833984375
57673000000,162.8770751953125
58664000000,162.95709228515625
59674000000,163.02706909179688
60677000000,163.08682250976562
61688000000,163.13755798339844
62664000000,163.18038940429688
63660000000,163.216064453125
64672000000,163.245361328125
65675000000,163.2692413330078
66673000000,163.28831481933594
67685000000,163.3031463623047
68677000000,163.3142852783203
69674000000,163.32228088378906
70663000000,163.32762145996094
71665000000,163.33084106445312
72672000000,163.3323974609375
73677000000,163.3330078125
74661000000,163.3330078125
75656000000,163.3327178955078
76669000000,163.33253479003906
77667000000,163.33242797851562
78674000000,163.33169555664062
79664000000,163.32928466796875
80684000000,163.32388305664062
81657000000,163.31405639648438
82674000000,163.29835510253906
83662000000,163.27536010742188
84671000000,163.24371337890625
85687000000,163.20208740234375
86669000000,163.1492919921875
87672000000,163.08407592773438
88670000000,163.00537109375
89677000000,162.9120635986328
90692000000,162.8031463623047
91673000000,162.67770385742188
92665000000,162.53480529785156
93669000000,162.3735809326172
94669000000,162.19332885742188
95678000000,161.99327087402344
96671000000,161.77281188964844
97672000000,161.5313720703125
98670000000,161.26832580566406
99661000000,160.9827880859375
100660000000,160.67410278320312
101669000000,160.34315490722656
102664000000,159.98965454101562
103671000000,159.61318969726562
104658000000,159.21365356445312
105682000000,158.79104614257812
106664000000,158.3456268310547
107666000000,157.87786865234375
108671000000,157.38864135742188
109680000000,156.8800506591797
110675000000,156.3526611328125
111678000000,155.80633544921875
112688000000,155.24093627929688
113662000000,154.6563262939453
114670000000,154.05235290527344
115681000000,153.4288787841797
116666000000,152.78579711914062
117668000000,152.12294006347656
118667000000,151.440185546875
119665000000,150.73739624023438
120680000000,150.01446533203125
121673000000,149.271240234375
122681000000,148.50759887695312
123675000000,147.72341918945312
124673000000,146.9185791015625
125681000000,146.09295654296875
126666000000,145.2464141845703
127686000000,144.37884521484375
128673000000,143.49012756347656
129673000000,142.58013916015625
130665000000,141.64877319335938
131681000000,140.69590759277344
132693000000,139.721435546875
133669000000,138.72523498535156
134672000000,137.7071990966797
135672000000,136.66720581054688
136675000000,135.60516357421875
137676000000,134.52096557617188
138657000000,133.41448974609375
139675000000,132.28562927246094
140684000000,131.13157653808594
141668000000,129.95068359375
142676000000,128.75047302246094
143682000000,127.52972412109375
144658000000,126.28705596923828
